"Line","Ref","DocType","QAdeter","QAmeas","year","workerID","Trade_raw","Task_raw","Tool_raw","Tool_make","Material_raw","percSI_ref","percSI_mat","percQuartz_mat","percCrist_mat","percTrid_mat","percTrip_mat","Mat_ana","Trade","Task","Material","Tool","Site_class","Site_type","Agent","NbMeas","AM","ASD","GM","GSD","est_GM","est_GM_meth","est_GSD","est_GSD_meth","Min","P5","P10","Med","P90","P95","Max","Other_stat","Other_stat_def","Type","Association","IDassociation","Association_detail","Raw_measurement","Sampling_time","Sampling_time2","Objective","Calc_meas","IDCalc","OEL","Adj_OEL","Sampling_meth","Analysis_type","Analysis_meth","Analysis_detail","LOD","Environnement","SourceProx","Contribution","Contribution_detail","Formation","ControlNotAPR","GenVent","ExhVent_proxim","ExhVent_tool","Wet_spray","Wet_tool","isoSrc","Other_control","control_detail","RPEused","RPEtype","RPE_remark","remark"
"4124","ID1140","6","6","6","1992","ID1140_01","Abrasive blaster","Abrasive blasting","Abrasive blaster","Not specified_Non précisé","Sand","5","Not applicable_Sans objet","81","0","Not specified_Non précisé","Not specified_Non précisé","4","42","10","17","15","8","4","4","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"8.27","61","4","4","8.27","4","-2","-2","4","4","4",NA,"0.02","7","1","2",NA,"1","1","2","2","2","2","2","2","2",NA,"5","12",NA,"15"
"4125","ID1140","6","6","6","1992","ID1140_01","Abrasive blaster","Abrasive blasting","Abrasive blaster","Not specified_Non précisé","Sand","5","Not applicable_Sans objet","81","0","Not specified_Non précisé","Not specified_Non précisé","4","42","10","17","15","8","4","5","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"0.19","61","4","4","0.19","4","-2","-2","4","5","5",NA,"0.01","7","1","2",NA,"1","1","2","2","2","2","2","2","2",NA,"5","12",NA,"16"
"4126","ID1140","6","6","6","1992","ID1140_01","Abrasive blaster","Abrasive blasting","Abrasive blaster","Not specified_Non précisé","Sand","5","Not applicable_Sans objet","81","0","Not specified_Non précisé","Not specified_Non précisé","4","42","10","17","15","8","4","5","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"1.83","61","4","4","1.83","4","-2","-2","4","5","5",NA,"0.01","7","1","2",NA,"1","1","2","2","2","2","2","2","2",NA,"5","12",NA,"15"
"4127","ID1140","6","6","6","1992","ID1140_02","Blaster helper","Abrasive blasting","Abrasive blaster","Not specified_Non précisé","Sand","5","Not applicable_Sans objet","81","0","Not specified_Non précisé","Not specified_Non précisé","4","42","10","17","15","8","4","4","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"1.65","57","4","4","1.65","4","-2","-2","4","4","4",NA,"0.02","11","5","1",NA,"1","1","2","2","2","2","2","2","2",NA,"4","2",NA,NA
"4128","ID1140","6","6","6","1992","ID1140_02","Blaster helper","Abrasive blasting","Abrasive blaster","Not specified_Non précisé","Sand","5","Not applicable_Sans objet","81","0","Not specified_Non précisé","Not specified_Non précisé","4","42","10","17","15","8","4","5","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"0.52","57","4","4","0.52","4","-2","-2","4","5","5",NA,"0.01","11","5","1",NA,"1","1","2","2","2","2","2","2","2",NA,"4","2",NA,NA
"4129","ID1141","6","6","6","1992","ID1141_01","Abrasive blaster","Abrasive blasting","Abrasive blaster","Not specified_Non précisé","Sand","5","Not applicable_Sans objet","64-100","0","Not specified_Non précisé","Not specified_Non précisé","4","42","10","17","15","8","4","4","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"0.06","94","4","4","0.06","4","-2","-2","4","4","4",NA,"0.02","6","4","2",NA,"1","1","2","2","2","2","2","2","2",NA,"1","2",NA,"16"
"4130","ID1141","6","6","6","1992","ID1141_01","Abrasive blaster","Abrasive blasting","Abrasive blaster","Not specified_Non précisé","Sand","5","Not applicable_Sans objet","64-100","0","Not specified_Non précisé","Not specified_Non précisé","4","42","10","17","15","8","4","4","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"17.21","94","4","4","17.2","4","-2","-2","4","4","4",NA,"0.02","6","4","2",NA,"1","1","2","2","2","2","2","2","2",NA,"1","2",NA,"15"
"4131","ID1141","6","6","6","1992","ID1141_01","Abrasive blaster","Abrasive blasting","Abrasive blaster","Not specified_Non précisé","Sand","5","Not applicable_Sans objet","64-100","0","Not specified_Non précisé","Not specified_Non précisé","4","42","10","17","15","8","4","5","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"-1","94","4","4","0.06","4","-2","-2","4","5","5",NA,"0.01","6","4","2",NA,"1","1","2","2","2","2","2","2","2",NA,"1","2",NA,"16"
"4132","ID1141","6","6","6","1992","ID1141_01","Abrasive blaster","Abrasive blasting","Abrasive blaster","Not specified_Non précisé","Sand","5","Not applicable_Sans objet","64-100","0","Not specified_Non précisé","Not specified_Non précisé","4","42","10","17","15","8","4","5","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"11.26","94","4","4","11.3","4","-2","-2","4","5","5",NA,"0.01","6","4","2",NA,"1","1","2","2","2","2","2","2","2",NA,"1","2",NA,"15"
"4133","ID1142","6","6","6","1992","ID1142_01","Laborer","Concrete drilling","Drill","Not specified_Non précisé","Concrete","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","43","25","5","25","7","6","4","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"2.16","30","4","4","2.16","4","-2","-2","4","4","4",NA,"0.02","11","5","1",NA,"1","5","4","4","4","4","5","4","4",NA,"4","2",NA,NA
"4134","ID1142","6","6","6","1992","ID1142_01","Laborer","Concrete drilling","Drill","Not specified_Non précisé","Concrete","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","43","25","5","25","7","6","5","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"0.78","30","4","4","0.78","4","-2","-2","4","5","5",NA,"0.01","11","5","1",NA,"1","5","4","4","4","4","5","4","4",NA,"4","2",NA,NA
"4135","ID1142","6","6","6","1992","ID1142_02","Laborer","Cut brick/concrete/stone","Walk behind saw","Not specified_Non précisé","Concrete","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","43","32","5","27","7","6","4","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"4.1100000000000003","43","4","4","4.1100000000000003","4","-2","-2","4","4","4",NA,"0.02","11","5","1",NA,"1","5","4","4","4","4","5","4","4",NA,"4","2",NA,NA
"4136","ID1142","6","6","6","1992","ID1142_02","Laborer","Cut brick/concrete/stone","Walk behind saw","Not specified_Non précisé","Concrete","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","43","32","5","27","7","6","5","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"1.64","43","4","4","1.64","4","-2","-2","4","5","5",NA,"0.01","11","5","1",NA,"1","5","4","4","4","4","5","4","4",NA,"4","2",NA,NA
"4137","ID1143","6","6","6","1992","ID1143_01","Heavy equipment operator","Concrete drilling","Drilling machine","Not specified_Non précisé","Concrete","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","62","25","5","16","7","4","4","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"0.63","113","4","4","0.63","4","-2","-2","4","4","4",NA,"0.02","6","4","2",NA,"1","5","4","4","4","4","4","5","4","48","1","2",NA,NA
"4138","ID1143","6","6","6","1992","ID1143_01","Heavy equipment operator","Concrete drilling","Drilling machine","Not specified_Non précisé","Concrete","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","62","25","5","16","7","4","5","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"-1","113","4","4","0.08","4","-2","-2","4","5","5",NA,"0.01","6","4","2",NA,"1","5","4","4","4","4","4","5","4","48","1","2",NA,NA
"4139","ID1144","6","6","6","1992","ID1144_01","Other","Other demoltion","Jackhammer","Not specified_Non précisé","Concrete","5","Not applicable_Sans objet","12-46","0","Not specified_Non précisé","Not specified_Non précisé","4","43","11","5","18","8","5","4","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"1.99","240","4","4","1.99","4","-2","-2","4","4","4",NA,"0.02","6","1","2",NA,"1","5","5","4","4","4","4","4","4","153","5","5",NA,NA
"4140","ID1144","6","6","6","1992","ID1144_01","Other","Other demoltion","Jackhammer","Not specified_Non précisé","Concrete","5","Not applicable_Sans objet","12-46","0","Not specified_Non précisé","Not specified_Non précisé","4","43","11","5","18","8","5","5","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"0.32","240","4","4","0.32","4","-2","-2","4","5","5",NA,"0.01","6","1","2",NA,"1","5","5","4","4","4","4","4","4","153","5","5",NA,NA
"4141","ID1144","6","6","6","1992","ID1144_02","Plumber","Cut brick/concrete/stone","Hand held saw","Not specified_Non précisé","Concrete","5","Not applicable_Sans objet","12-46","0","Not specified_Non précisé","Not specified_Non précisé","4","81","32","5","29","8","5","4","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"28.89","350","4","4","28.89","4","-2","-2","4","4","4",NA,"0.02","6","1","2",NA,"1","1","2","2","2","2","2","2","2",NA,"1","2",NA,NA
"4142","ID1144","6","6","6","1992","ID1144_02","Plumber","Cut brick/concrete/stone","Hand held saw","Not specified_Non précisé","Concrete","5","Not applicable_Sans objet","12-46","0","Not specified_Non précisé","Not specified_Non précisé","4","81","32","5","29","8","5","5","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"14.15","350","4","4","14.2","4","-2","-2","4","5","5",NA,"0.01","6","1","2",NA,"1","1","2","2","2","2","2","2","2",NA,"1","2",NA,NA
"4143","ID1145","6","6","6","1992","ID1145_01","Abrasive blaster","Abrasive blasting","Abrasive blaster","Not specified_Non précisé","Abrasive (<0,1% Quartz)","5","Not applicable_Sans objet","<1","0","Not specified_Non précisé","Not specified_Non précisé","1","42","10","17","15","7","5","4","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"9.7799999999999994","90","4","4","9.7799999999999994","4","-2","-2","11","4","4",NA,"0.02","7","1","2",NA,"1","1","2","2","2","2","2","2","2",NA,"5","12",NA,NA
"4144","ID1145","6","6","6","1992","ID1145_01","Abrasive blaster","Abrasive blasting","Abrasive blaster","Not specified_Non précisé","Abrasive (<0,1% Quartz)","5","Not applicable_Sans objet","<1","0","Not specified_Non précisé","Not specified_Non précisé","1","42","10","17","15","7","5","4","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"11.11","90","4","4","11.1","4","-2","-2","11","4","4",NA,"0.02","7","5","1",NA,"1","1","2","2","2","2","2","2","2",NA,"5","12",NA,NA
"4145","ID1145","6","6","6","1992","ID1145_01","Abrasive blaster","Abrasive blasting","Abrasive blaster","Not specified_Non précisé","Abrasive (<0,1% Quartz)","5","Not applicable_Sans objet","<1","0","Not specified_Non précisé","Not specified_Non précisé","1","42","10","17","15","7","5","5","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"0.44","90","4","4","0.44","4","-2","-2","11","5","5",NA,"0.01","7","1","2",NA,"1","1","2","2","2","2","2","2","2",NA,"5","12",NA,NA
"4146","ID1145","6","6","6","1992","ID1145_01","Abrasive blaster","Abrasive blasting","Abrasive blaster","Not specified_Non précisé","Abrasive (<0,1% Quartz)","5","Not applicable_Sans objet","<1","0","Not specified_Non précisé","Not specified_Non précisé","1","42","10","17","15","7","5","5","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"0.5","90","4","4","0.5","4","-2","-2","11","5","5",NA,"0.01","7","5","1",NA,"1","1","2","2","2","2","2","2","2",NA,"5","12",NA,NA
"4147","ID1145","6","6","6","1992","ID1145_02","Blaster helper","Abrasive blasting","Abrasive blaster","Not specified_Non précisé","Abrasive (<0,1% Quartz)","5","Not applicable_Sans objet","<1","0","Not specified_Non précisé","Not specified_Non précisé","1","42","10","17","15","7","5","4","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"32.19","72","4","4","32.200000000000003","4","-2","-2","4","4","4",NA,"0.02","7","5","1",NA,"1","1","2","2","2","2","2","2","2",NA,"5","5",NA,NA
"4148","ID1145","6","6","6","1992","ID1145_02","Blaster helper","Abrasive blasting","Abrasive blaster","Not specified_Non précisé","Abrasive (<0,1% Quartz)","5","Not applicable_Sans objet","<1","0","Not specified_Non précisé","Not specified_Non précisé","1","42","10","17","15","7","5","5","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"1.47","72","4","4","1.47","4","-2","-2","4","5","5",NA,"0.01","7","5","1",NA,"1","1","2","2","2","2","2","2","2",NA,"5","5",NA,NA
"4149","ID1146","6","6","6","1992","ID1146_01","Heavy equipment operator","Concrete drilling","Drilling machine","Not specified_Non précisé","Rock","5","Not applicable_Sans objet","17-42","0","Not specified_Non précisé","Not specified_Non précisé","1","62","25","22","16","8","4","4","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"2.5","324","4","4","2.5","4","-2","-2","4","4","4",NA,"0.02","11","5","1",NA,"1","4","4","4","4","4","4","4","4",NA,"1","2",NA,NA
"4150","ID1146","6","6","6","1992","ID1146_01","Heavy equipment operator","Concrete drilling","Drilling machine","Not specified_Non précisé","Rock","5","Not applicable_Sans objet","17-42","0","Not specified_Non précisé","Not specified_Non précisé","1","62","25","22","16","8","4","5","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"0.8","324","4","4","0.8","4","-2","-2","4","5","5",NA,"0.01","11","5","1",NA,"1","4","4","4","4","4","4","4","4",NA,"1","2",NA,NA
"4151","ID1147","6","5","4","1997","ID1147_0001","Laborer","Don’t know","Don't know","Not specified_Non précisé","Not specified_Non précisé","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","40","1","1","1","7","1","5","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"0.01","389","4","1","0.01","4","-2","-2","14","5","1","52","-1","11","5","1",NA,"1","1","2","2","2","2","2","2","2",NA,"1","2",NA,NA
"4152","ID1147","6","5","4","1998","ID1147_0122","Laborer","Concrete drilling","Don't know","Not specified_Non précisé","Not specified_Non précisé","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","43","25","15","1","7","1","5","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"-1","180","4","1","0.01","4","-2","-2","14","5","1","52","-1","6","5","1",NA,"1","1","2","2","2","2","2","2","2",NA,"1","2",NA,NA
"4153","ID1147","6","5","4","1998","ID1147_0002","Heavy equipment operator","Don’t know","Don't know","Not specified_Non précisé","Not specified_Non précisé","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","62","1","1","1","1","1","5","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"-1","461","4","1","0.01","4","-2","-2","14","5","1","52","-1","11","4","2",NA,"1","1","2","2","2","2","2","2","2",NA,"1","2",NA,NA
"4154","ID1147","6","5","4","1998","ID1147_0123","Laborer","Other demoltion","Jackhammer","Not specified_Non précisé","Not specified_Non précisé","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","43","11","1","18","7","1","5","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"0.02","136","4","1","0.02","4","-2","-2","14","5","1","52","-1","11","5","1",NA,"1","5","4","4","4","5","4","4","4","85","1","2",NA,NA
"4155","ID1147","6","5","4","1998","ID1147_0124","Laborer","Other demoltion","Jackhammer","Not specified_Non précisé","Not specified_Non précisé","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","43","11","1","18","7","1","5","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"0.02","384","4","1","0.02","4","-2","-2","14","5","1","52","-1","11","5","1",NA,"1","5","4","4","4","5","4","4","4","85","1","2",NA,NA
"4156","ID1147","6","5","4","1998","ID1147_0125","Laborer","Other demoltion","Other highway","Not specified_Non précisé","Not specified_Non précisé","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","40","11","1","5","7","1","5","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"0.02","292","4","1","0.02","4","-2","-2","14","5","1","52","-1","7","4","2",NA,"1","1","2","2","2","2","2","2","2",NA,"1","2",NA,NA
"4157","ID1147","6","5","4","1998","ID1147_0126","Laborer","Don’t know","Don't know","Not specified_Non précisé","Not specified_Non précisé","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","40","1","1","1","7","1","5","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"0.03","263","4","1","0.03","4","-2","-2","14","5","1","52","-1","11","4","2",NA,"1","1","2","2","2","2","2","2","2",NA,"1","2",NA,NA
"4158","ID1147","6","5","4","1998","ID1147_0127","Heavy equipment operator","Road demoltion","Other highway","Not specified_Non précisé","Not specified_Non précisé","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","62","12","1","5","7","1","5","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"0.03","325","4","1","0.03","4","-2","-2","14","5","1","52","-1","11","4","2",NA,"1","1","2","2","2","2","2","2","2",NA,"1","2",NA,NA
"4159","ID1147","6","5","4","1998","ID1147_0128","Laborer","Other demoltion","Jackhammer","Not specified_Non précisé","Not specified_Non précisé","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","43","11","1","18","7","1","5","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"0.05","262","4","1","0.05","4","-2","-2","14","5","1","52","-1","6","5","1",NA,"1","1","2","2","2","2","2","2","2",NA,"1","2",NA,NA
"4160","ID1147","6","5","4","1998","ID1147_0129","Heavy equipment operator","Heavy equipment demolition","Other highway","Not specified_Non précisé","Not specified_Non précisé","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","62","12","1","5","7","1","5","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"0.05","188","4","1","0.05","4","-2","-2","14","5","1","52","-1","11","4","2",NA,"1","1","2","2","2","2","2","2","2",NA,"1","2",NA,NA
"4161","ID1147","6","5","4","1998","ID1147_0130","Laborer","Concrete drilling","Drill","Not specified_Non précisé","Not specified_Non précisé","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","43","25","15","25","7","1","5","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"0.1","397","4","1","0.1","4","-2","-2","14","5","1","52","-1","11","5","1",NA,"1","5","4","4","4","5","4","4","4","85","1","2",NA,NA
"4162","ID1147","6","5","4","1997","ID1147_0131","Heavy equipment operator","Don’t know","Don't know","Not specified_Non précisé","Not specified_Non précisé","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","62","1","1","1","7","1","5","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"0.11","389","4","1","0.11","4","-2","-2","14","5","1","52","-1","11","5","1",NA,"1","1","2","2","2","2","2","2","2",NA,"1","2",NA,NA
"4163","ID1147","6","5","4","1998","ID1147_0132","Laborer","Don’t know","Don't know","Not specified_Non précisé","Not specified_Non précisé","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","40","1","1","1","7","1","5","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"0.14000000000000001","306","4","1","0.14000000000000001","4","-2","-2","14","5","1","52","-1","11","4","2",NA,"1","1","2","2","2","2","2","2","2",NA,"1","2",NA,NA
"4164","ID1147","6","5","4","1998","ID1147_0133","Laborer","Concrete drilling","Drill","Not specified_Non précisé","Not specified_Non précisé","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","43","25","15","25","7","1","5","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"0.14000000000000001","297","4","1","0.14000000000000001","4","-2","-2","14","5","1","52","-1","11","5","1",NA,"1","1","2","2","2","2","2","2","2",NA,"1","2",NA,NA
"4165","ID1147","6","5","4","1997","ID1147_0134","Laborer","Other demoltion","Jackhammer","Not specified_Non précisé","Not specified_Non précisé","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","43","11","1","18","8","1","5","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"0.21","49","4","1","0.21","4","-2","-2","14","5","1","52","-1","6","4","2",NA,"1","1","2","2","2","2","2","2","2",NA,"1","2",NA,NA
"4166","ID1147","6","5","4","1998","ID1147_0135","Laborer","Concrete drilling","Drill","Not specified_Non précisé","Not specified_Non précisé","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","43","25","15","25","7","1","5","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"0.21","290","4","1","0.21","4","-2","-2","14","5","1","52","-1","11","5","1",NA,"1","1","2","2","2","2","2","2","2",NA,"1","2",NA,NA
"4167","ID1147","6","5","4","1998","ID1147_0136","Laborer","Concrete drilling","Drill","Not specified_Non précisé","Not specified_Non précisé","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","43","25","15","25","7","1","5","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"0.21","343","4","1","0.21","4","-2","-2","14","5","1","52","-1","7","5","1",NA,"1","1","2","2","2","2","2","2","2",NA,"1","2",NA,NA
"4168","ID1147","6","5","4","1998","ID1147_0137","Laborer","Concrete drilling","Drill","Not specified_Non précisé","Not specified_Non précisé","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","43","25","15","25","7","1","5","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"0.23","348","4","1","0.23","4","-2","-2","14","5","1","52","-1","11","5","1",NA,"1","1","2","2","2","2","2","2","2",NA,"1","2",NA,NA
"4169","ID1147","6","5","4","1998","ID1147_0138","Laborer","Other demoltion","Jackhammer","Not specified_Non précisé","Not specified_Non précisé","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","43","11","1","18","7","1","5","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"0.25","145","4","1","0.25","4","-2","-2","14","5","1","52","-1","11","4","2",NA,"1","1","2","2","2","2","2","2","2",NA,"1","2",NA,NA
"4170","ID1147","6","5","4","1998","ID1147_0139","Laborer","Concrete drilling","Drill","Not specified_Non précisé","Not specified_Non précisé","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","43","25","15","25","7","1","5","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"0.25","299","4","1","0.25","4","-2","-2","14","5","1","52","-1","11","4","2",NA,"1","5","4","4","4","5","4","4","4","85","1","2",NA,NA
