"Line","Ref","DocType","QAdeter","QAmeas","year","workerID","Trade_raw","Task_raw","Tool_raw","Tool_make","Material_raw","percSI_ref","percSI_mat","percQuartz_mat","percCrist_mat","percTrid_mat","percTrip_mat","Mat_ana","Trade","Task","Material","Tool","Site_class","Site_type","Agent","NbMeas","AM","ASD","GM","GSD","est_GM","est_GM_meth","est_GSD","est_GSD_meth","Min","P5","P10","Med","P90","P95","Max","Other_stat","Other_stat_def","Type","Association","IDassociation","Association_detail","Raw_measurement","Sampling_time","Sampling_time2","Objective","Calc_meas","IDCalc","OEL","Adj_OEL","Sampling_meth","Analysis_type","Analysis_meth","Analysis_detail","LOD","Environnement","SourceProx","Contribution","Contribution_detail","Formation","ControlNotAPR","GenVent","ExhVent_proxim","ExhVent_tool","Wet_spray","Wet_tool","isoSrc","Other_control","control_detail","RPEused","RPEtype","RPE_remark","remark"
"296","ID0152","6","6","6","2004","ID0152_05","Workstation/Poste - cold-milling machine operator Platform left","Asphalt road milling","Cold-milling machine","Not specified_Non précisé","Asphalt","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","62","8","4","14","7","5","5","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","6","ID0152_23","36","0.2","234","4","4","0.2","4","-2","-2","17","5","5",NA,"5.0000000000000001E-3","8","1","2",NA,"1","5","4","4","4","4","5","4","4","120","4","2",NA,NA
"297","ID0152","6","6","6","2004","ID0152_06","Workstation/Poste - cold-milling machine operator Platform left","Asphalt road milling","Cold-milling machine","Not specified_Non précisé","Asphalt","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","62","8","4","14","7","5","5","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","6","ID0152_23","37","8.3000000000000004E-2","216","4","4","8.3000000000000004E-2","4","-2","-2","17","5","5",NA,"5.0000000000000001E-3","8","1","2",NA,"1","5","4","4","4","4","5","4","4","121","4","2",NA,NA
"298","ID0152","6","6","6","2004","ID0152_07","Workstation/Poste - cold-milling machine operator Platform right","Asphalt road milling","Cold-milling machine","Not specified_Non précisé","Asphalt","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","62","8","4","14","7","5","4","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","6","ID0152_10","36","5.01","232","4","4","5.01","4","-2","-2","17","4","4",NA,"0.03","8","1","2",NA,"1","5","4","4","4","4","5","4","4","120","4","2",NA,NA
"299","ID0152","6","6","6","2004","ID0152_08","Workstation/Poste - cold-milling machine operator Platform right","Asphalt road milling","Cold-milling machine","Not specified_Non précisé","Asphalt","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","62","8","4","14","7","5","4","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","6","ID0152_10","37","1.44","220","4","4","1.44","4","-2","-2","17","4","4",NA,"0.03","8","1","2",NA,"1","5","4","4","4","4","5","4","4","121","4","2",NA,NA
"300","ID0152","6","6","6","2004","ID0152_09","Workstation/Poste - cold-milling machine operator Platform right","Asphalt road milling","Cold-milling machine","Not specified_Non précisé","Asphalt","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","62","8","4","14","7","5","5","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","6","ID0152_24","36","0.36","232","4","4","0.36","4","-2","-2","17","5","5",NA,"5.0000000000000001E-3","8","1","2",NA,"1","5","4","4","4","4","5","4","4","120","4","2",NA,NA
"301","ID0152","6","6","6","2004","ID0152_10","Workstation/Poste - cold-milling machine operator Platform right","Asphalt road milling","Cold-milling machine","Not specified_Non précisé","Asphalt","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","62","8","4","14","7","5","5","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","6","ID0152_24","37","0.13","220","4","4","0.13","4","-2","-2","17","5","5",NA,"5.0000000000000001E-3","8","1","2",NA,"1","5","4","4","4","4","5","4","4","121","4","2",NA,NA
"302","ID0152","6","6","6","2004","ID0152_11","Workstation/Poste - cold-milling machine cutter Drum left","Asphalt road milling","Cold-milling machine","Not specified_Non précisé","Asphalt","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","62","8","4","14","7","5","4","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","6","ID0152_11","36","3.38","236","4","4","3.38","4","-2","-2","17","4","4",NA,"0.03","8","1","2",NA,"1","5","4","4","4","4","5","4","4","120","4","2",NA,NA
"303","ID0152","6","6","6","2004","ID0152_12","Workstation/Poste - cold-milling machine cutter Drum left","Asphalt road milling","Cold-milling machine","Not specified_Non précisé","Asphalt","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","62","8","4","14","7","5","4","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","6","ID0152_11","37","2.34","217","4","4","2.34","4","-2","-2","17","4","4",NA,"0.03","8","1","2",NA,"1","5","4","4","4","4","5","4","4","121","4","2",NA,NA
"304","ID0152","6","6","6","2004","ID0152_13","Workstation/Poste - cold-milling machine cutter Drum left","Asphalt road milling","Cold-milling machine","Not specified_Non précisé","Asphalt","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","62","8","4","14","7","5","5","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","6","ID0152_25","36","0.31","236","4","4","0.31","4","-2","-2","17","5","5",NA,"5.0000000000000001E-3","8","1","2",NA,"1","5","4","4","4","4","5","4","4","120","4","2",NA,NA
"305","ID0152","6","6","6","2004","ID0152_14","Workstation/Poste - cold-milling machine cutter Drum left","Asphalt road milling","Cold-milling machine","Not specified_Non précisé","Asphalt","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","62","8","4","14","7","5","5","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","6","ID0152_25","37","0.24","217","4","4","0.24","4","-2","-2","17","5","5",NA,"5.0000000000000001E-3","8","1","2",NA,"1","5","4","4","4","4","5","4","4","121","4","2",NA,NA
"306","ID0152","6","6","6","2004","ID0152_15","Workstation/Poste - cold-milling machine cutter Drum right","Asphalt road milling","Cold-milling machine","Not specified_Non précisé","Asphalt","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","62","8","4","14","7","5","4","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","6","ID0152_12","36","3.97","224","4","4","3.97","4","-2","-2","17","4","4",NA,"0.03","8","1","2",NA,"1","5","4","4","4","4","5","4","4","120","4","2",NA,NA
"307","ID0152","6","6","6","2004","ID0152_16","Workstation/Poste - cold-milling machine cutter Drum right","Asphalt road milling","Cold-milling machine","Not specified_Non précisé","Asphalt","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","62","8","4","14","7","5","4","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","6","ID0152_12","37","1.1299999999999999","237","4","4","1.1299999999999999","4","-2","-2","17","4","4",NA,"0.03","8","1","2",NA,"1","5","4","4","4","4","5","4","4","121","4","2",NA,NA
"308","ID0152","6","6","6","2004","ID0152_17","Workstation/Poste - cold-milling machine cutter Drum right","Asphalt road milling","Cold-milling machine","Not specified_Non précisé","Asphalt","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","62","8","4","14","7","5","5","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","6","ID0152_26","36","0.41","224","4","4","0.41","4","-2","-2","17","5","5",NA,"5.0000000000000001E-3","8","1","2",NA,"1","5","4","4","4","4","5","4","4","120","4","2",NA,NA
"309","ID0152","6","6","6","2004","ID0152_18","Workstation/Poste - cold-milling machine cutter Drum right","Asphalt road milling","Cold-milling machine","Not specified_Non précisé","Asphalt","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","62","8","4","14","7","5","5","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","6","ID0152_26","37","0.11","237","4","4","0.11","4","-2","-2","17","5","5",NA,"5.0000000000000001E-3","8","1","2",NA,"1","5","4","4","4","4","5","4","4","121","4","2",NA,NA
"310","ID0152","6","6","6","2004","ID0152_19","Workstation/Poste - left Rear of cold-milling machine","Asphalt road milling","Cold-milling machine","Not specified_Non précisé","Asphalt","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","62","8","4","14","7","5","4","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","6","ID0152_13","36","0.61","238","4","4","0.61","4","-2","-2","17","4","4",NA,"0.03","8","1","2",NA,"1","5","4","4","4","4","5","4","4","120","4","2",NA,NA
"311","ID0152","6","6","6","2004","ID0152_20","Workstation/Poste - left Rear of cold-milling machine","Asphalt road milling","Cold-milling machine","Not specified_Non précisé","Asphalt","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","62","8","4","14","7","5","4","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","6","ID0152_13","37","0.1","138","4","4","0.1","4","-2","-2","17","4","4",NA,"0.03","8","1","2",NA,"1","5","4","4","4","4","5","4","4","121","4","2",NA,NA
"312","ID0152","6","6","6","2004","ID0152_21","Workstation/Poste - left Rear of cold-milling machine","Asphalt road milling","Cold-milling machine","Not specified_Non précisé","Asphalt","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","62","8","4","14","7","5","5","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","6","ID0152_27","36","0.04","238","4","4","0.04","4","-2","-2","17","5","5",NA,"5.0000000000000001E-3","8","1","2",NA,"1","5","4","4","4","4","5","4","4","120","4","2",NA,NA
"313","ID0152","6","6","6","2004","ID0152_22","Workstation/Poste - left Rear of cold-milling machine","Asphalt road milling","Cold-milling machine","Not specified_Non précisé","Asphalt","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","62","8","4","14","7","5","5","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","6","ID0152_27","37","-1","138","4","4","3.8381233112257428E-3","5","-2","-2","17","5","5",NA,"5.0000000000000001E-3","8","1","2",NA,"1","5","4","4","4","4","5","4","4","121","4","2",NA,NA
"314","ID0152","6","6","6","2004","ID0152_23","Workstation/Poste - right Rear of cold-milling machine","Asphalt road milling","Cold-milling machine","Not specified_Non précisé","Asphalt","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","62","8","4","14","7","5","4","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","6","ID0152_14","36","0.97","232","4","4","0.97","4","-2","-2","17","4","4",NA,"0.03","8","1","2",NA,"1","5","4","4","4","4","5","4","4","120","4","2",NA,NA
"315","ID0152","6","6","6","2004","ID0152_24","Workstation/Poste - right Rear of cold-milling machine","Asphalt road milling","Cold-milling machine","Not specified_Non précisé","Asphalt","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","62","8","4","14","7","5","4","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","6","ID0152_14","37","0.21","236","4","4","0.21","4","-2","-2","17","4","4",NA,"0.03","8","1","2",NA,"1","5","4","4","4","4","5","4","4","121","4","2",NA,NA
"316","ID0152","6","6","6","2004","ID0152_25","Workstation/Poste - right Rear of cold-milling machine","Asphalt road milling","Cold-milling machine","Not specified_Non précisé","Asphalt","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","62","8","4","14","7","5","5","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","6","ID0152_28","36","7.4999999999999997E-2","232","4","4","7.4999999999999997E-2","4","-2","-2","17","5","5",NA,"5.0000000000000001E-3","8","1","2",NA,"1","5","4","4","4","4","5","4","4","120","4","2",NA,NA
"317","ID0152","6","6","6","2004","ID0152_26","Workstation/Poste - right Rear of cold-milling machine","Asphalt road milling","Cold-milling machine","Not specified_Non précisé","Asphalt","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","62","8","4","14","7","5","5","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","6","ID0152_28","37","-1","236","4","4","2.2443263430048841E-3","5","-2","-2","17","5","5",NA,"5.0000000000000001E-3","8","1","2",NA,"1","5","4","4","4","4","5","4","4","121","4","2",NA,NA
"318","ID0152","6","6","6","2004","ID0152_27","Workstation/Poste - loading Conveyor Right of cold-milling machine","Asphalt road milling","Cold-milling machine","Not specified_Non précisé","Asphalt","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","62","8","4","14","7","5","4","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","6","ID0152_15","36","13.1","231","4","4","13.1","4","-2","-2","17","4","4",NA,"0.03","8","1","2",NA,"1","5","4","4","4","4","5","4","4","120","4","2",NA,NA
"319","ID0152","6","6","6","2004","ID0152_28","Workstation/Poste - loading Conveyor Right of cold-milling machine","Asphalt road milling","Cold-milling machine","Not specified_Non précisé","Asphalt","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","62","8","4","14","7","5","4","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","6","ID0152_15","37","4.17","228","4","4","4.17","4","-2","-2","17","4","4",NA,"0.03","8","1","2",NA,"1","5","4","4","4","4","5","4","4","121","4","2",NA,NA
"320","ID0152","6","6","6","2004","ID0152_29","Workstation/Poste - loading Conveyor Right of cold-milling machine","Asphalt road milling","Cold-milling machine","Not specified_Non précisé","Asphalt","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","62","8","4","14","7","5","5","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","6","ID0152_29","36","1.1200000000000001","231","4","4","1.1200000000000001","4","-2","-2","17","5","5",NA,"5.0000000000000001E-3","8","1","2",NA,"1","5","4","4","4","4","5","4","4","120","4","2",NA,NA
"321","ID0152","6","6","6","2004","ID0152_30","Workstation/Poste - loading Conveyor Right of cold-milling machine","Asphalt road milling","Cold-milling machine","Not specified_Non précisé","Asphalt","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","62","8","4","14","7","5","5","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","6","ID0152_29","37","0.47","228","4","4","0.47","4","-2","-2","17","5","5",NA,"5.0000000000000001E-3","8","1","2",NA,"1","5","4","4","4","4","5","4","4","121","4","2",NA,NA
"322","ID0152","6","6","6","2004","ID0152_31","Workstation/Poste - cold-milling machine operator Platform left","Asphalt road milling","Cold-milling machine","Not specified_Non précisé","Asphalt","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","62","8","4","14","7","5","4","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","6","ID0152_16","36","6.21","96","4","4","6.21","4","-2","-2","17","4","4",NA,"0.03","8","1","2",NA,"1","5","4","4","4","4","5","4","4","120","4","2",NA,NA
"323","ID0152","6","6","6","2004","ID0152_32","Workstation/Poste - cold-milling machine operator Platform left","Asphalt road milling","Cold-milling machine","Not specified_Non précisé","Asphalt","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","62","8","4","14","7","5","4","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","6","ID0152_16","37","5.34","103","4","4","3.12","4","-2","-2","17","4","4",NA,"0.03","8","1","2",NA,"1","5","4","4","4","4","5","4","4","121","4","2",NA,NA
"324","ID0152","6","6","6","2004","ID0152_33","Workstation/Poste - cold-milling machine operator Platform left","Asphalt road milling","Cold-milling machine","Not specified_Non précisé","Asphalt","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","62","8","4","14","7","5","5","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","6","ID0152_30","36","0.18","96","4","4","0.18","4","-2","-2","17","5","5",NA,"5.0000000000000001E-3","8","1","2",NA,"1","5","4","4","4","4","5","4","4","120","4","2",NA,NA
"325","ID0152","6","6","6","2004","ID0152_34","Workstation/Poste - cold-milling machine operator Platform left","Asphalt road milling","Cold-milling machine","Not specified_Non précisé","Asphalt","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","62","8","4","14","7","5","5","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","6","ID0152_30","37","0.27","103","4","4","0.27","4","-2","-2","17","5","5",NA,"5.0000000000000001E-3","8","1","2",NA,"1","5","4","4","4","4","5","4","4","121","4","2",NA,NA
"326","ID0152","6","6","6","2004","ID0152_35","Workstation/Poste - cold-milling machine operator Platform right","Asphalt road milling","Cold-milling machine","Not specified_Non précisé","Asphalt","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","62","8","4","14","7","5","4","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","6","ID0152_17","36","3.12","96","4","4","8.14","4","-2","-2","17","4","4",NA,"0.03","8","1","2",NA,"1","5","4","4","4","4","5","4","4","120","4","2",NA,NA
"327","ID0152","6","6","6","2004","ID0152_36","Workstation/Poste - cold-milling machine operator Platform right","Asphalt road milling","Cold-milling machine","Not specified_Non précisé","Asphalt","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","62","8","4","14","7","5","4","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","6","ID0152_17","37","2","104","4","4","4.6500000000000004","4","-2","-2","17","4","4",NA,"0.03","8","1","2",NA,"1","5","4","4","4","4","5","4","4","121","4","2",NA,NA
"328","ID0152","6","6","6","2004","ID0152_37","Workstation/Poste - cold-milling machine operator Platform right","Asphalt road milling","Cold-milling machine","Not specified_Non précisé","Asphalt","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","62","8","4","14","7","5","5","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","6","ID0152_31","36","0.13","96","4","4","0.13","4","-2","-2","17","5","5",NA,"5.0000000000000001E-3","8","1","2",NA,"1","5","4","4","4","4","5","4","4","120","4","2",NA,NA
"329","ID0152","6","6","6","2004","ID0152_38","Workstation/Poste - cold-milling machine operator Platform right","Asphalt road milling","Cold-milling machine","Not specified_Non précisé","Asphalt","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","62","8","4","14","7","5","5","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","6","ID0152_31","37","0.06","104","4","4","0.06","4","-2","-2","17","5","5",NA,"5.0000000000000001E-3","8","1","2",NA,"1","5","4","4","4","4","5","4","4","121","4","2",NA,NA
"330","ID0152","6","6","6","2004","ID0152_39","Workstation/Poste - cold-milling machine cutter Drum left","Asphalt road milling","Cold-milling machine","Not specified_Non précisé","Asphalt","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","62","8","4","14","7","5","4","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","6","ID0152_18","36","8.14","99","4","4","3.65","4","-2","-2","17","4","4",NA,"0.03","8","1","2",NA,"1","5","4","4","4","4","5","4","4","120","4","2",NA,NA
"331","ID0152","6","6","6","2004","ID0152_40","Workstation/Poste - cold-milling machine cutter Drum left","Asphalt road milling","Cold-milling machine","Not specified_Non précisé","Asphalt","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","62","8","4","14","7","5","4","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","6","ID0152_18","37","12.08","101","4","4","2.04","4","-2","-2","17","4","4",NA,"0.03","8","1","2",NA,"1","5","4","4","4","4","5","4","4","121","4","2",NA,NA
"332","ID0152","6","6","6","2004","ID0152_41","Workstation/Poste - cold-milling machine cutter Drum left","Asphalt road milling","Cold-milling machine","Not specified_Non précisé","Asphalt","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","62","8","4","14","7","5","5","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","6","ID0152_32","36","0.26","99","4","4","0.26","4","-2","-2","17","5","5",NA,"5.0000000000000001E-3","8","1","2",NA,"1","5","4","4","4","4","5","4","4","120","4","2",NA,NA
"333","ID0152","6","6","6","2004","ID0152_42","Workstation/Poste - cold-milling machine cutter Drum left","Asphalt road milling","Cold-milling machine","Not specified_Non précisé","Asphalt","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","62","8","4","14","7","5","5","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","6","ID0152_32","37","0.41","101","4","4","0.41","4","-2","-2","17","5","5",NA,"5.0000000000000001E-3","8","1","2",NA,"1","5","4","4","4","4","5","4","4","121","4","2",NA,NA
"334","ID0152","6","6","6","2004","ID0152_43","Workstation/Poste - cold-milling machine cutter Drum right","Asphalt road milling","Cold-milling machine","Not specified_Non précisé","Asphalt","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","62","8","4","14","7","5","4","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","6","ID0152_19","36","4.6500000000000004","98","4","4","4.8899999999999997","4","-2","-2","17","4","4",NA,"0.03","8","1","2",NA,"1","5","4","4","4","4","5","4","4","120","4","2",NA,NA
"335","ID0152","6","6","6","2004","ID0152_44","Workstation/Poste - cold-milling machine cutter Drum right","Asphalt road milling","Cold-milling machine","Not specified_Non précisé","Asphalt","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","62","8","4","14","7","5","4","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","6","ID0152_19","37","3.54","103","4","4","3.54","4","-2","-2","17","4","4",NA,"0.03","8","1","2",NA,"1","5","4","4","4","4","5","4","4","121","1","2",NA,NA
"336","ID0152","6","6","6","2004","ID0152_45","Workstation/Poste - cold-milling machine cutter Drum right","Asphalt road milling","Cold-milling machine","Not specified_Non précisé","Asphalt","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","62","8","4","14","7","5","5","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","6","ID0152_33","36","0.19","98","4","4","0.19","4","-2","-2","17","5","5",NA,"5.0000000000000001E-3","8","1","2",NA,"1","5","4","4","4","4","5","4","4","120","4","2",NA,NA
"337","ID0152","6","6","6","2004","ID0152_46","Workstation/Poste - cold-milling machine cutter Drum right","Asphalt road milling","Cold-milling machine","Not specified_Non précisé","Asphalt","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","62","8","4","14","7","5","5","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","6","ID0152_33","37","0.1","103","4","4","0.1","4","-2","-2","17","5","5",NA,"5.0000000000000001E-3","8","1","2",NA,"1","5","4","4","4","4","5","4","4","121","4","2",NA,NA
"338","ID0152","6","6","6","2004","ID0152_47","Workstation/Poste - left Rear of cold-milling machine","Asphalt road milling","Cold-milling machine","Not specified_Non précisé","Asphalt","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","62","8","4","14","7","5","4","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","6","ID0152_20","36","3.65","101","4","4","3.65","4","-2","-2","17","4","4",NA,"0.03","8","1","2",NA,"1","5","4","4","4","4","5","4","4","120","1","2",NA,NA
